origin_country,origin_iata,dest_country,dest_iata,departure,arrival,duration_minutes,stop_count,carriers,price_eur_won,price_eur,segment_count,itinerary_id,,,,
DK,CPH,DE,BER,2026-06-01T18:45:00,2026-06-02T10:05:00,920,2,Lufthansa,604397.64,344.19,10694-2606011845--32090-2-9828-2606021005,,,,,
DK,CPH,DE,BER,2026-06-01T19:25:00,2026-06-02T10:55:00,930,2,Lufthansa,605152.72,344.62,10694-2606011925--32090-2-9828-2606021055,,,,,
DK,CPH,DE,BER,2026-06-01T20:50:00,2026-06-02T20:20:00,1410,1,Luxair,413713.6,235.6,10694-2606012050--32086-1-9828-2606022020,,,,,
DK,CPH,DE,BER,2026-06-01T09:00:00,2026-06-01T21:00:00,720,1,Scandinavian Airlines,917492.44,522.49,10694-2606010900--31901-1-9828-2606012100,,,,,
DK,CPH,DE,BER,2026-06-01T17:10:00,2026-06-02T10:55:00,1065,2,Lufthansa,631896.6,359.85,10694-2606011710--32090-2-9828-2606021055,,,,,
DK,CPH,DE,BER,2026-06-01T08:00:00,2026-06-01T21:00:00,780,1,Scandinavian Airlines,920337.16,524.11,10694-2606010800--31901-1-9828-2606012100,,,,,
DK,CPH,DE,BER,2026-06-01T06:50:00,2026-06-01T12:55:00,365,2,"Brussels Airlines, Aegean Airlines",2286399.8,1302.05,"-32756-2-9828-2606011255""",,,,,
DK,CPH,DE,BER,2026-06-01T06:50:00,2026-06-01T12:55:00,365,2,"Brussels Airlines, Lufthansa, Aegean Airlines",2459787.24,1400.79,-32090,"-32756-2-9828-2606011255""",,,,
DK,CPH,DE,BER,2026-06-01T15:10:00,2026-06-01T19:45:00,275,1,"Scandinavian Airlines, Lufthansa",4778286.72,2721.12,"-32090-1-9828-2606011945""",,,,,
DK,CPH,DE,BER,2026-06-01T17:05:00,2026-06-02T08:00:00,895,1,Qatar Airways,1483855.12,845.02,10694-2606011705--31939-1-9828-2606020800,,,,,
DK,CPH,DE,BER,2026-06-01T09:00:00,2026-06-02T10:45:00,1545,1,Scandinavian Airlines,879334.56,500.76,10694-2606010900--31901-1-9828-2606021045,,,,,
DK,CPH,DE,BER,2026-06-01T13:50:00,2026-06-01T19:45:00,355,1,"Scandinavian Airlines, Lufthansa",4795074.08,2730.68,"-32090-1-9828-2606011945""",,,,,
DK,CPH,DE,BER,2026-06-01T08:15:00,2026-06-01T13:55:00,340,2,"Scandinavian Airlines, Lufthansa",5366019.92,3055.82,"-32090-2-9828-2606011355""",,,,,
DK,CPH,DE,BER,2026-06-01T13:20:00,2026-06-01T19:05:00,345,2,"Scandinavian Airlines, Lufthansa",5405723.08,3078.43,"-32090-2-9828-2606011905""",,,,,
DK,CPH,DE,BER,2026-06-01T08:05:00,2026-06-01T13:55:00,350,2,"Scandinavian Airlines, Brussels Airlines, Lufthansa",5714094.24,3254.04,-32478,"-32090-2-9828-2606011355""",,,,
DK,CPH,DE,BER,2026-06-01T08:05:00,2026-06-01T13:55:00,350,2,"Scandinavian Airlines, Lufthansa",5712566.52,3253.17,"-32090-2-9828-2606011355""",,,,,
DK,CPH,DE,BER,2026-06-01T17:00:00,2026-06-01T22:55:00,355,2,"Scandinavian Airlines, Lufthansa",5712566.52,3253.17,"-32090-2-9828-2606012255""",,,,,
DK,CPH,DE,BER,2026-06-01T17:00:00,2026-06-01T22:55:00,355,2,"Scandinavian Airlines, Brussels Airlines, Lufthansa",5714094.24,3254.04,-32478,"-32090-2-9828-2606012255""",,,,
DK,CPH,DE,BER,2026-06-01T20:50:00,2026-06-02T09:05:00,735,2,"Luxair, Air Dolomiti, Condor",2789107.48,1588.33,-32681,"-32415-2-9828-2606020905""",,,,
DK,CPH,DE,BER,2026-06-01T08:40:00,2026-06-01T21:25:00,765,2,"Luxair, Air Dolomiti, Condor",2738727.84,1559.64,-32681,"-32415-2-9828-2606012125""",,,,
DK,CPH,DE,BER,2026-06-01T08:00:00,2026-06-01T13:55:00,355,2,"Scandinavian Airlines, Lufthansa",6162910.28,3509.63,"-32090-2-9828-2606011355""",,,,,
DK,CPH,DE,BER,2026-06-01T13:50:00,2026-06-01T21:55:00,485,2,"Scandinavian Airlines, LOT",4526388.52,2577.67,"-32093-2-9828-2606012155""",,,,,
DK,CPH,DE,BER,2026-06-01T12:55:00,2026-06-01T19:45:00,410,1,"Scandinavian Airlines, Lufthansa",5364492.2,3054.95,"-32090-1-9828-2606011945""",,,,,
DK,CPH,DE,BER,2026-06-01T10:55:00,2026-06-01T17:35:00,400,2,"Scandinavian Airlines, Lufthansa",5550751.12,3161.02,"-32090-2-9828-2606011735""",,,,,
DK,CPH,DE,BER,2026-06-01T13:55:00,2026-06-01T20:55:00,420,2,"Scandinavian Airlines, Condor, Lufthansa",5292742.04,3014.09,-32415,"-32090-2-9828-2606012055""",,,,
DK,CPH,DE,BER,2026-06-01T10:55:00,2026-06-01T17:55:00,420,2,"Scandinavian Airlines, Lufthansa",5344649.4,3043.65,"-32090-2-9828-2606011755""",,,,,
DK,CPH,DE,BER,2026-06-01T13:55:00,2026-06-01T21:05:00,430,2,"Scandinavian Airlines, Lufthansa",5550751.12,3161.02,"-32090-2-9828-2606012105""",,,,,
DK,CPH,DE,BER,2026-06-01T13:05:00,2026-06-01T21:55:00,530,2,"Scandinavian Airlines, LOT",4520277.64,2574.19,"-32093-2-9828-2606012155""",,,,,
DK,CPH,DE,BER,2026-06-01T15:25:00,2026-06-01T21:55:00,390,2,"Scandinavian Airlines, Lufthansa",6292678.68,3583.53,"-32090-2-9828-2606012155""",,,,,
DK,CPH,DE,BER,2026-06-01T11:50:00,2026-06-01T19:45:00,475,1,"Scandinavian Airlines, Lufthansa",5385862.72,3067.12,"-32090-1-9828-2606011945""",,,,,
DK,CPH,DE,BER,2026-06-01T13:05:00,2026-06-01T20:55:00,470,2,"Scandinavian Airlines, Brussels Airlines, Aegean Airlines",5666770.04,3227.09,-32478,"-32756-2-9828-2606012055""",,,,
DK,CPH,DE,BER,2026-06-01T09:40:00,2026-06-01T18:25:00,525,2,"Scandinavian Airlines, Lufthansa",5082074.72,2894.12,"-32090-2-9828-2606011825""",,,,,
DK,CPH,DE,BER,2026-06-01T13:05:00,2026-06-01T20:55:00,470,2,"Scandinavian Airlines, Lufthansa, Aegean Airlines",5680501.96,3234.91,-32090,"-32756-2-9828-2606012055""",,,,
DK,CPH,DE,BER,2026-06-01T13:05:00,2026-06-01T20:55:00,470,2,"Scandinavian Airlines, Brussels Airlines, Lufthansa",5714094.24,3254.04,-32478,"-32090-2-9828-2606012055""",,,,
DK,CPH,DE,BER,2026-06-01T08:25:00,2026-06-01T18:30:00,605,2,"Scandinavian Airlines, LOT",4526388.52,2577.67,"-32093-2-9828-2606011830""",,,,,
DK,CPH,DE,BER,2026-06-01T08:15:00,2026-06-01T16:55:00,520,2,"Scandinavian Airlines, Condor, Lufthansa",5312584.84,3025.39,-32415,"-32090-2-9828-2606011655""",,,,
DK,CPH,DE,BER,2026-06-01T13:05:00,2026-06-01T21:25:00,500,2,"Scandinavian Airlines, Brussels Airlines, Condor",5645399.52,3214.92,-32478,"-32415-2-9828-2606012125""",,,,
DK,CPH,DE,BER,2026-06-01T13:05:00,2026-06-01T21:25:00,500,2,"Scandinavian Airlines, Lufthansa, Condor",5660659.16,3223.61,-32090,"-32415-2-9828-2606012125""",,,,
DK,CPH,DE,BER,2026-06-01T18:45:00,2026-06-02T09:05:00,860,1,"Lufthansa, Condor",3401284.2,1936.95,"-32415-1-9828-2606020905""",,,,,
DK,CPH,DE,BER,2026-06-01T08:40:00,2026-06-01T18:30:00,590,2,"Scandinavian Airlines, LOT",4993537.2,2843.7,"-32093-2-9828-2606011830""",,,,,
DK,CPH,DE,BER,2026-06-01T08:40:00,2026-06-01T17:35:00,535,2,"Scandinavian Airlines, Lufthansa",5653020.56,3219.26,"-32090-2-9828-2606011735""",,,,,
DK,CPH,DE,BER,2026-06-01T09:40:00,2026-06-01T19:55:00,615,2,"Scandinavian Airlines, Lufthansa",5013309.76,2854.96,"-32090-2-9828-2606011955""",,,,,
DK,CPH,DE,BER,2026-06-01T23:00:00,2026-06-02T10:35:00,695,2,"Scandinavian Airlines, LOT",4520277.64,2574.19,"-32093-2-9828-2606021035""",,,,,
DK,CPH,DE,BER,2026-06-01T10:00:00,2026-06-01T19:45:00,585,1,"Scandinavian Airlines, Lufthansa",5385862.72,3067.12,"-32090-1-9828-2606011945""",,,,,
DK,CPH,DE,BER,2026-06-01T23:05:00,2026-06-02T09:55:00,650,2,"Scandinavian Airlines, Lufthansa",5013309.76,2854.96,"-32090-2-9828-2606020955""",,,,,
DK,CPH,DE,BER,2026-06-01T09:00:00,2026-06-01T19:45:00,645,1,"Scandinavian Airlines, Lufthansa",5385862.72,3067.12,"-32090-1-9828-2606011945""",,,,,
DK,CPH,DE,BER,2026-06-01T08:00:00,2026-06-01T19:45:00,705,1,"Scandinavian Airlines, Lufthansa",5385862.72,3067.12,"-32090-1-9828-2606011945""",,,,,
DK,CPH,DE,BER,2026-06-01T21:50:00,2026-06-02T10:50:00,780,2,"Scandinavian Airlines, Brussels Airlines",4880731.76,2779.46,"-32478-2-9828-2606021050""",,,,,
DK,CPH,DE,BER,2026-06-01T18:15:00,2026-06-02T10:35:00,980,2,"Scandinavian Airlines, LOT",4541648.16,2586.36,"-32093-2-9828-2606021035""",,,,,
DK,CPH,DE,BER,2026-06-01T18:05:00,2026-06-02T08:20:00,855,2,"Scandinavian Airlines, Austrian Airlines",5506113.6,3135.6,"-32544-2-9828-2606020820""",,,,,
DK,CPH,DE,BER,2026-06-01T14:15:00,2026-06-02T07:25:00,1030,2,"Scandinavian Airlines, Lufthansa",5027217.28,2862.88,"-32090-2-9828-2606020725""",,,,,
DK,CPH,DE,BER,2026-06-01T23:05:00,2026-06-02T18:20:00,1155,2,"Scandinavian Airlines, LOT",4869879.68,2773.28,"-32093-2-9828-2606021820""",,,,,
DK,CPH,DE,BER,2026-06-01T21:50:00,2026-06-02T10:35:00,765,2,"Scandinavian Airlines, LOT",7637616.64,4349.44,"-32093-2-9828-2606021035""",,,,,
DK,CPH,DE,BER,2026-06-01T18:05:00,2026-06-02T10:35:00,990,2,"Scandinavian Airlines, LOT",7666625.76,4365.96,"-32093-2-9828-2606021035""",,,,,
DK,CPH,DE,BER,2026-06-01T19:15:00,2026-06-02T18:20:00,1385,2,"Scandinavian Airlines, LOT",6601049.84,3759.14,"-32093-2-9828-2606021820""",,,,,
DK,CPH,NL,AMS,2026-06-01T09:30:00,2026-06-01T11:00:00,90,0,easyJet,75666.04,43.09,10694-2606010930--32356-0-9451-2606011100,,,,,
DK,CPH,NL,AMS,2026-06-01T16:30:00,2026-06-01T17:55:00,85,0,Norwegian Air Sweden,137389.44,78.24,10694-2606011630--30685-0-9451-2606011755,,,,,
DK,CPH,NL,AMS,2026-06-01T11:50:00,2026-06-01T13:15:00,85,0,KLM,192475.16,109.61,10694-2606011150--32132-0-9451-2606011315,,,,,
DK,CPH,NL,AMS,2026-06-01T12:40:00,2026-06-01T14:10:00,90,0,Scandinavian Airlines,181658.2,103.45,10694-2606011240--31901-0-9451-2606011410,,,,,
DK,CPH,NL,AMS,2026-06-01T14:45:00,2026-06-01T16:05:00,80,0,KLM,192475.16,109.61,10694-2606011445--32132-0-9451-2606011605,,,,,
DK,CPH,NL,AMS,2026-06-01T15:25:00,2026-06-01T16:55:00,90,0,Scandinavian Airlines,181658.2,103.45,10694-2606011525--31901-0-9451-2606011655,,,,,
DK,CPH,NL,AMS,2026-06-01T19:10:00,2026-06-01T20:35:00,85,0,KLM,192475.16,109.61,10694-2606011910--32132-0-9451-2606012035,,,,,
DK,CPH,NL,AMS,2026-06-01T09:25:00,2026-06-01T10:50:00,85,0,KLM,192475.16,109.61,10694-2606010925--32132-0-9451-2606011050,,,,,
DK,CPH,NL,AMS,2026-06-01T16:30:00,2026-06-01T17:55:00,85,0,KLM,201869.76,114.96,10694-2606011630--32132-0-9451-2606011755,,,,,
DK,CPH,NL,AMS,2026-06-01T20:05:00,2026-06-01T21:35:00,90,0,Scandinavian Airlines,181658.2,103.45,10694-2606012005--31901-0-9451-2606012135,,,,,
DK,CPH,NL,AMS,2026-06-01T18:05:00,2026-06-01T19:35:00,90,0,Scandinavian Airlines,210667.32,119.97,10694-2606011805--31901-0-9451-2606011935,,,,,
DK,CPH,NL,AMS,2026-06-01T06:00:00,2026-06-01T07:30:00,90,0,KLM,192475.16,109.61,10694-2606010600--32132-0-9451-2606010730,,,,,
DK,CPH,NL,AMS,2026-06-01T08:10:00,2026-06-01T09:40:00,90,0,Scandinavian Airlines,210667.32,119.97,10694-2606010810--31901-0-9451-2606010940,,,,,
DK,CPH,NL,AMS,2026-06-01T16:30:00,2026-06-01T20:55:00,265,0,Norwegian Air Sweden,132806.28,75.63,10694-2606011630--30685-0-9451-2606012055,,,,,
DK,CPH,NL,AMS,2026-06-01T13:45:00,2026-06-01T18:25:00,280,1,Scandinavian Airlines,230510.12,131.27,10694-2606011345--31901-1-9451-2606011825,,,,,
DK,CPH,NL,AMS,2026-06-01T12:25:00,2026-06-01T18:15:00,350,1,Finnair,233565.56,133.01,10694-2606011225--32317-1-9451-2606011815,,,,,
DK,CPH,NL,AMS,2026-06-01T17:00:00,2026-06-01T21:00:00,240,1,"Norwegian Air Sweden, Norwegian",206084.16,117.36,"10694-2606011700--30685,-32013-1-9451-2606012100",,,,,
DK,CPH,NL,AMS,2026-06-01T15:40:00,2026-06-01T20:50:00,310,1,Norwegian Air Sweden,232037.84,132.14,10694-2606011540--30685-1-9451-2606012050,,,,,
DK,CPH,NL,AMS,2026-06-01T11:35:00,2026-06-01T16:15:00,280,1,"Ryanair, easyJet",166820,95,"10694-2606011135--31915,-32356-1-9451-2606011615",,,,,
DK,CPH,NL,AMS,2026-06-01T21:35:00,2026-06-02T08:25:00,650,1,easyJet,151700.84,86.39,10694-2606012135--32356-1-9451-2606020825,,,,,
DK,CPH,NL,AMS,2026-06-01T11:35:00,2026-06-01T17:35:00,360,1,"Ryanair, easyJet",150577,85.75,"10694-2606011135--31915,-32356-1-9451-2606011735",,,,,
DK,CPH,NL,AMS,2026-06-01T20:30:00,2026-06-02T09:05:00,755,1,airBaltic,195407.68,111.28,10694-2606012030--32610-1-9451-2606020905,,,,,
DK,CPH,NL,AMS,2026-06-01T14:00:00,2026-06-01T18:20:00,260,1,airBaltic,331796.2,188.95,10694-2606011400--32610-1-9451-2606011820,,,,,
DK,CPH,NL,AMS,2026-06-01T21:25:00,2026-06-02T10:05:00,760,1,Scandinavian Airlines,218920.52,124.67,10694-2606012125--31901-1-9451-2606021005,,,,,
DK,CPH,NL,AMS,2026-06-01T23:10:00,2026-06-02T10:05:00,655,1,Scandinavian Airlines,218920.52,124.67,10694-2606012310--31901-1-9451-2606021005,,,,,
DK,CPH,NL,AMS,2026-06-01T11:45:00,2026-06-01T18:25:00,400,1,Scandinavian Airlines,253408.36,144.31,10694-2606011145--31901-1-9451-2606011825,,,,,
DK,CPH,NL,AMS,2026-06-01T19:25:00,2026-06-02T09:45:00,860,1,Finnair,233565.56,133.01,10694-2606011925--32317-1-9451-2606020945,,,,,
DK,CPH,NL,AMS,2026-06-01T17:10:00,2026-06-01T21:55:00,285,1,Lufthansa,404705.32,230.47,10694-2606011710--32090-1-9451-2606012155,,,,,
DK,CPH,NL,AMS,2026-06-01T13:50:00,2026-06-01T18:15:00,265,1,Scandinavian Airlines,357539.16,203.61,10694-2606011350--31901-1-9451-2606011815,,,,,
DK,CPH,NL,AMS,2026-06-01T15:10:00,2026-06-01T20:35:00,325,1,Scandinavian Airlines,352956,201,10694-2606011510--31901-1-9451-2606012035,,,,,
DK,CPH,NL,AMS,2026-06-01T12:55:00,2026-06-01T18:25:00,330,1,Scandinavian Airlines,326651.12,186.02,10694-2606011255--31901-1-9451-2606011825,,,,,
DK,CPH,NL,AMS,2026-06-01T16:00:00,2026-06-01T20:35:00,275,1,Scandinavian Airlines,404231.2,230.2,10694-2606011600--31901-1-9451-2606012035,,,,,
DK,CPH,NL,AMS,2026-06-01T17:00:00,2026-06-01T21:05:00,245,1,Scandinavian Airlines,480933.28,273.88,10694-2606011700--31901-1-9451-2606012105,,,,,
DK,CPH,NL,AMS,2026-06-01T13:50:00,2026-06-01T20:35:00,405,1,Scandinavian Airlines,331234.28,188.63,10694-2606011350--31901-1-9451-2606012035,,,,,
DK,CPH,NL,AMS,2026-06-01T08:50:00,2026-06-01T18:15:00,565,1,Finnair,239219.88,136.23,10694-2606010850--32317-1-9451-2606011815,,,,,
DK,CPH,NL,AMS,2026-06-01T10:50:00,2026-06-01T18:50:00,480,1,LOT,303788,173,10694-2606011050--32093-1-9451-2606011850,,,,,
DK,CPH,NL,AMS,2026-06-01T16:10:00,2026-06-01T21:05:00,295,1,Scandinavian Airlines,480933.28,273.88,10694-2606011610--31901-1-9451-2606012105,,,,,
DK,CPH,NL,AMS,2026-06-01T12:25:00,2026-06-01T17:40:00,315,1,Air France,422862.36,240.81,10694-2606011225--32677-1-9451-2606011740,,,,,
DK,CPH,NL,AMS,2026-06-01T09:55:00,2026-06-01T18:25:00,510,1,Scandinavian Airlines,254830.72,145.12,10694-2606010955--31901-1-9451-2606011825,,,,,
DK,CPH,NL,AMS,2026-06-01T06:45:00,2026-06-01T18:15:00,690,1,Finnair,239219.88,136.23,10694-2606010645--32317-1-9451-2606011815,,,,,
DK,CPH,NL,AMS,2026-06-01T18:00:00,2026-06-01T23:00:00,300,1,Scandinavian Airlines,580551.16,330.61,10694-2606011800--31901-1-9451-2606012300,,,,,
DK,CPH,NL,AMS,2026-06-01T07:00:00,2026-06-01T20:50:00,830,1,Norwegian Air Sweden,212195.04,120.84,10694-2606010700--30685-1-9451-2606012050,,,,,
DK,CPH,NL,AMS,2026-06-01T15:25:00,2026-06-01T21:05:00,340,1,Scandinavian Airlines,491170.76,279.71,10694-2606011525--31901-1-9451-2606012105,,,,,
DK,CPH,NL,AMS,2026-06-01T07:15:00,2026-06-01T12:40:00,325,1,LOT,299520.92,170.57,10694-2606010715--32093-1-9451-2606011240,,,,,
DK,CPH,NL,AMS,2026-06-01T11:45:00,2026-06-01T18:15:00,390,2,Scandinavian Airlines,404547.28,230.38,10694-2606011145--31901-2-9451-2606011815,,,,,
DK,CPH,NL,AMS,2026-06-01T12:55:00,2026-06-01T18:15:00,320,1,Scandinavian Airlines,464040.56,264.26,10694-2606011255--31901-1-9451-2606011815,,,,,
DK,CPH,NL,AMS,2026-06-01T08:40:00,2026-06-01T20:50:00,730,1,Norwegian Air Sweden,268685.56,153.01,10694-2606010840--30685-1-9451-2606012050,,,,,
DK,CPH,NL,AMS,2026-06-01T12:35:00,2026-06-01T17:40:00,305,1,Lufthansa,554650.16,315.86,10694-2606011235--32090-1-9451-2606011740,,,,,
DK,CPH,NL,AMS,2026-06-01T17:45:00,2026-06-01T22:15:00,270,1,Austrian Airlines,620008.48,353.08,10694-2606011745--32544-1-9451-2606012215,,,,,
DK,CPH,NL,AMS,2026-06-01T09:20:00,2026-06-01T15:35:00,375,1,airBaltic,384546.44,218.99,10694-2606010920--32610-1-9451-2606011535,,,,,
DK,CPH,NL,AMS,2026-06-01T11:25:00,2026-06-01T17:50:00,385,1,Iberia,481758.6,274.35,10694-2606011125--32222-1-9451-2606011750,,,,,
DK,CPH,NL,AMS,2026-06-01T11:50:00,2026-06-01T18:15:00,385,1,Scandinavian Airlines,464040.56,264.26,10694-2606011150--31901-1-9451-2606011815,,,,,
DK,CPH,NL,AMS,2026-06-01T17:05:00,2026-06-01T21:45:00,280,1,British Airways,739100.4,420.9,10694-2606011705--32480-1-9451-2606012145,,,,,
DK,CPH,NL,AMS,2026-06-01T08:15:00,2026-06-01T18:20:00,605,1,airBaltic,331796.2,188.95,10694-2606010815--32610-1-9451-2606011820,,,,,
DK,CPH,NL,AMS,2026-06-01T07:00:00,2026-06-01T11:10:00,250,1,Scandinavian Airlines,447639.52,254.92,10694-2606010700--31901-1-9451-2606011110,,,,,
DK,CPH,NL,AMS,2026-06-01T06:40:00,2026-06-01T10:35:00,235,1,Lufthansa,554650.16,315.86,10694-2606010640--32090-1-9451-2606011035,,,,,
DK,CPH,NL,AMS,2026-06-01T06:05:00,2026-06-01T13:10:00,425,1,Air France,415241.32,236.47,10694-2606010605--32677-1-9451-2606011310,,,,,
DK,CPH,NL,AMS,2026-06-01T10:30:00,2026-06-01T14:05:00,215,1,Lufthansa,658254.16,374.86,10694-2606011030--32090-1-9451-2606011405,,,,,
DK,CPH,NL,AMS,2026-06-01T06:00:00,2026-06-01T10:30:00,270,1,Lufthansa,610701.68,347.78,10694-2606010600--32090-1-9451-2606011030,,,,,
DK,CPH,NL,AMS,2026-06-01T07:00:00,2026-06-01T18:15:00,675,1,Scandinavian Airlines,325492.16,185.36,10694-2606010700--31901-1-9451-2606011815,,,,,
DK,CPH,NL,AMS,2026-06-01T08:40:00,2026-06-01T15:00:00,380,1,Lufthansa,540461.68,307.78,10694-2606010840--32090-1-9451-2606011500,,,,,
DK,CPH,NL,AMS,2026-06-01T08:05:00,2026-06-01T13:40:00,335,1,Scandinavian Airlines,491170.76,279.71,10694-2606010805--31901-1-9451-2606011340,,,,,
DK,CPH,NL,AMS,2026-06-01T11:45:00,2026-06-01T16:00:00,255,1,Scandinavian Airlines,747687.24,425.79,10694-2606011145--31901-1-9451-2606011600,,,,,
DK,CPH,NL,AMS,2026-06-01T08:15:00,2026-06-01T13:10:00,295,1,airBaltic,569909.8,324.55,10694-2606010815--32610-1-9451-2606011310,,,,,
DK,CPH,NL,AMS,2026-06-01T07:00:00,2026-06-01T11:35:00,275,1,Austrian Airlines,651616.48,371.08,10694-2606010700--32544-1-9451-2606011135,,,,,
DK,CPH,NL,AMS,2026-06-01T11:50:00,2026-06-01T20:35:00,525,1,Scandinavian Airlines,424653.48,241.83,10694-2606011150--31901-1-9451-2606012035,,,,,
DK,CPH,NL,AMS,2026-06-01T08:25:00,2026-06-01T13:40:00,315,1,Air France,715833.4,407.65,10694-2606010825--32677-1-9451-2606011340,,,,,
DK,CPH,NL,AMS,2026-06-01T14:00:00,2026-06-02T09:05:00,1145,1,airBaltic,198463.12,113.02,10694-2606011400--32610-1-9451-2606020905,,,,,
DK,CPH,NL,AMS,2026-06-01T08:05:00,2026-06-01T18:25:00,620,1,Scandinavian Airlines,367917.12,209.52,10694-2606010805--31901-1-9451-2606011825,,,,,
DK,CPH,NL,AMS,2026-06-01T09:35:00,2026-06-01T19:40:00,605,1,Air Serbia,383176.76,218.21,10694-2606010935--32181-1-9451-2606011940,,,,,
DK,CPH,NL,AMS,2026-06-01T15:10:00,2026-06-01T22:10:00,420,1,Lufthansa,554650.16,315.86,10694-2606011510--32090-1-9451-2606012210,,,,,
DK,CPH,NL,AMS,2026-06-01T10:00:00,2026-06-01T18:15:00,495,1,Scandinavian Airlines,475050.68,270.53,10694-2606011000--31901-1-9451-2606011815,,,,,
DK,CPH,NL,AMS,2026-06-01T11:10:00,2026-06-01T17:40:00,390,1,Air France,611105.56,348.01,10694-2606011110--32677-1-9451-2606011740,,,,,
DK,CPH,NL,AMS,2026-06-01T10:30:00,2026-06-01T17:40:00,430,1,Lufthansa,554650.16,315.86,10694-2606011030--32090-1-9451-2606011740,,,,,
DK,CPH,NL,AMS,2026-06-01T17:00:00,2026-06-02T09:45:00,1005,1,Finnair,239219.88,136.23,10694-2606011700--32317-1-9451-2606020945,,,,,
DK,CPH,NL,AMS,2026-06-01T15:00:00,2026-06-01T22:15:00,435,1,SWISS,553140,315,10694-2606011500--31799-1-9451-2606012215,,,,,
DK,CPH,NL,AMS,2026-06-01T07:00:00,2026-06-01T20:35:00,815,1,Scandinavian Airlines,296166.96,168.66,10694-2606010700--31901-1-9451-2606012035,,,,,
DK,CPH,NL,AMS,2026-06-01T09:40:00,2026-06-01T14:10:00,270,1,SWISS,928924,529,10694-2606010940--31799-1-9451-2606011410,,,,,
DK,CPH,NL,AMS,2026-06-01T13:10:00,2026-06-01T21:05:00,475,1,Scandinavian Airlines,533999.6,304.1,10694-2606011310--31901-1-9451-2606012105,,,,,
DK,CPH,NL,AMS,2026-06-01T23:10:00,2026-06-02T08:15:00,545,1,Scandinavian Airlines,472785.44,269.24,10694-2606012310--31901-1-9451-2606020815,,,,,
DK,CPH,NL,AMS,2026-06-01T19:25:00,2026-06-02T09:35:00,850,1,LOT,305263.04,173.84,10694-2606011925--32093-1-9451-2606020935,,,,,
DK,CPH,NL,AMS,2026-06-01T19:40:00,2026-06-02T09:40:00,840,1,Air France,309898.88,176.48,10694-2606011940--32677-1-9451-2606020940,,,,,
DK,CPH,NL,AMS,2026-06-01T19:40:00,2026-06-02T08:35:00,775,1,Air France,338908,193,10694-2606011940--32677-1-9451-2606020835,,,,,
DK,CPH,NL,AMS,2026-06-01T09:40:00,2026-06-01T18:25:00,525,1,SWISS,504463.68,287.28,10694-2606010940--31799-1-9451-2606011825,,,,,
DK,CPH,NL,AMS,2026-06-01T20:30:00,2026-06-02T21:00:00,1470,1,"Norwegian Air Sweden, Norwegian",181658.2,103.45,"10694-2606012030--30685,-32013-1-9451-2606022100",,,,,
DK,CPH,NL,AMS,2026-06-01T23:10:00,2026-06-02T10:20:00,670,2,Scandinavian Airlines,404547.28,230.38,10694-2606012310--31901-2-9451-2606021020,,,,,
DK,CPH,NL,AMS,2026-06-01T22:50:00,2026-06-02T10:05:00,675,2,Scandinavian Airlines,403019.56,229.51,10694-2606012250--31901-2-9451-2606021005,,,,,
DK,CPH,NL,AMS,2026-06-01T21:25:00,2026-06-02T10:05:00,760,2,Scandinavian Airlines,358750.8,204.3,10694-2606012125--31901-2-9451-2606021005,,,,,
DK,CPH,NL,AMS,2026-06-01T09:55:00,2026-06-01T16:00:00,365,1,Scandinavian Airlines,758398.84,431.89,10694-2606010955--31901-1-9451-2606011600,,,,,
DK,CPH,NL,AMS,2026-06-01T11:20:00,2026-06-01T19:15:00,475,1,Croatia Airlines,587329.32,334.47,10694-2606011120--32401-1-9451-2606011915,,,,,
DK,CPH,NL,AMS,2026-06-01T09:40:00,2026-06-01T16:50:00,430,1,Austrian Airlines,658570.24,375.04,10694-2606010940--32544-1-9451-2606011650,,,,,
DK,CPH,NL,AMS,2026-06-01T06:55:00,2026-06-01T13:10:00,375,1,Air France,760716.76,433.21,10694-2606010655--32677-1-9451-2606011310,,,,,
DK,CPH,NL,AMS,2026-06-01T15:25:00,2026-06-01T22:20:00,415,1,Iberia,689440.72,392.62,10694-2606011525--32222-1-9451-2606012220,,,,,
DK,CPH,NL,AMS,2026-06-01T13:10:00,2026-06-01T19:10:00,360,2,Scandinavian Airlines,818998.4,466.4,10694-2606011310--31901-2-9451-2606011910,,,,,
DK,CPH,NL,AMS,2026-06-01T12:40:00,2026-06-01T20:20:00,460,1,Lufthansa,645751.44,367.74,10694-2606011240--32090-1-9451-2606012020,,,,,
DK,CPH,NL,AMS,2026-06-01T19:00:00,2026-06-02T10:20:00,920,1,Scandinavian Airlines,325492.16,185.36,10694-2606011900--31901-1-9451-2606021020,,,,,
DK,CPH,NL,AMS,2026-06-01T23:05:00,2026-06-02T08:15:00,550,1,Scandinavian Airlines,555686.2,316.45,10694-2606012305--31901-1-9451-2606020815,,,,,
DK,CPH,NL,AMS,2026-06-01T21:25:00,2026-06-02T08:15:00,650,1,Scandinavian Airlines,472785.44,269.24,10694-2606012125--31901-1-9451-2606020815,,,,,
DK,CPH,NL,AMS,2026-06-01T19:00:00,2026-06-02T20:50:00,1550,1,Norwegian Air Sweden,199990.84,113.89,10694-2606011900--30685-1-9451-2606022050,,,,,
